Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8767.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8770.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8781.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8712.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8773.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8691.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8697.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile ligniseca/Megachile-ligniseca_f_Ax-les-Thermes-09_03-VIII-2019_IMG_8769.JPG,Megachile ligniseca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena rosae/Andrena-rosae_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0356.JPG,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena rosae/Andrena-rosae_f_Bethmale-09_05-VIII-2021_capt-deter-C-Philippe_IMG_9836.JPG,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena rosae/Andrena-rosae_f_Bethmale-09_05-VIII-2021_capt-deter-C-Philippe_IMG_9834.JPG,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena villipes/Andrena-villipes_f_Ferrals-les-Corbieres-11_01-IV-2021_IMG_4820.JPG,Andrena villipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2452.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2442.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2426.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2433.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2420.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2419.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2423.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Seladonia/Seladonia-sp_f_Prades-09_20-V-2021_IMG_2417.JPG,Seladonia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis bisulca f.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6789.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7296.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7269.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7359.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6804.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6806.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7253.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7259.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9790.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9841.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6802.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7250.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7258.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6788.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9895.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6817.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis bisulca/Hoplitis-bisulca_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7263.JPG,Hoplitis bisulca
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6896.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0957.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0964.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9141.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0907.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9157.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Torreilles-66_26-VI-2021_IMG_3134.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0940.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0986.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6991.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0960.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Torreilles-66_26-VI-2021_IMG_3138.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Torreilles-66_26-VI-2021_IMG_3131.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9169.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0909.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Torreilles-66_26-VI-2021_IMG_3139.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9168.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6893.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0912.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6894.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6895.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Torreilles-66_26-VI-2021_IMG_3140.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0943.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0927.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9164.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9154.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_21-juin-2021_IMG_2203.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0908.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0950.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_03-V-2021_IMG_9145.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena albopunctata/Andrena-albopunctata_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6897.JPG,Andrena albopunctata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Xylocopa/Xylocopa-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4506.JPG,Xylocopa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Xylocopa/Xylocopa-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4507.JPG,Xylocopa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus wurflenii/Bombus-wurfeleinii-ou-sicheli_m_Ax-les-Thermes-09_03-VIII-2021_IMG_8930.JPG,Bombus wurflenii
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Chelostoma/Chelostoma-sp_f_Ax-les-Thermes-09_29-VII-2021_IMG_8357.JPG,Chelostoma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Chelostoma/Chelostoma-sp_f_Ax-les-Thermes-09_29-VII-2021_IMG_8358.JPG,Chelostoma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Chelostoma/Chelostoma-sp_f_Ax-les-Thermes-09_29-VII-2021_IMG_8350.JPG,Chelostoma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Chelostoma/Chelostoma-sp_f_Ax-les-Thermes-09_29-VII-2021_IMG_8377.JPG,Chelostoma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Chelostoma/Chelostoma-sp_f_Ax-les-Thermes-09_29-VII-2021_IMG_8368.JPG,Chelostoma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0471.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0478.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0460.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8479.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0454.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0476.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0488.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_Prades-09_07-VI-2021_IMG_8149.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8476.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0453.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0472.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_20-V-2021_IMG_2514.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8483.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0470.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0486.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8474.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8480.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-goodeniana-ou-succincta_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0465.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8482.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada/Nomada-sp_m_Prades-09_09-VI-2021_IMG_8486.JPG,Nomada
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus/Bombus-Psithyrus-sp_f_Ax-les-Thermes-09_23-VII-2021_IMG_8052.JPG,Bombus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus/Bombus-Psithyrus-sp_f_Ax-les-Thermes-09_23-VII-2021_IMG_8057.JPG,Bombus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus/Bombus-Psithyrus-sp_f_Ax-les-Thermes-09_23-VII-2021_IMG_8049.JPG,Bombus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6081.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6071.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6023.JPG,Andrena morio
